"","Country","Gender","Age","EmploymentStatus","EmployerIndustry","FormalEducation","Major","CompensationAmount","CompensationCurrency","CurrentJobTitle","TitleFit","LanguageRecommendation","DataScienceIdentity","WorkDataVisualizations","JobSatisfaction","JobSatisfaction2"
"829","Spain","Male",32,"Employed full-time","Internet-based","Some college/university study without earning a bachelor's degree","Information technology, networking, or system administration",60000,"EUR","Other","Fine","Python","No","51-75% of projects","7",7
"830","United States","Male",42,"Employed full-time","Government","Doctoral degree","Mathematics or statistics",125000,"USD","Other","Fine","Python","Yes","76-99% of projects","6",6
"831","People 's Republic of China","Male",27,"Independent contractor, freelancer, or self-employed","Insurance","Master's degree","Computer Science",1e+05,"CNY","Programmer","Poorly","Python","Yes","10-25% of projects","3",3
"832","Russia","Male",28,"Employed full-time","Academic","Doctoral degree","Computer Science",2e+06,"RUB","Scientist/Researcher","Fine","Python","Yes","100% of projects","7",7
"833","United States","Male",33,"Employed full-time","Technology","Master's degree","Engineering (non-computer focused)",73000,"USD","Other","Poorly","Python","Sort of (Explain more)","10-25% of projects","1 - Highly Dissatisfied",1
"834","United States","Male",61,"Independent contractor, freelancer, or self-employed","CRM/Marketing","Master's degree","A social science",140000,"USD","Predictive Modeler","Fine","SAS","Sort of (Explain more)","10-25% of projects","8",8
"835","United Kingdom","Male",30,"Employed full-time","Other","Master's degree","Mathematics or statistics",38500,"GBP","Researcher","Poorly","Python","Sort of (Explain more)","100% of projects","7",7
"836","South Korea","Male",26,"Employed full-time","Hospitality/Entertainment/Sports","Doctoral degree","Mathematics or statistics",3e+07,"KRW","Statistician","Perfectly","Python","Yes","26-50% of projects","8",8
"837","Turkey","Male",29,"Employed full-time","Technology","Doctoral degree","Computer Science",65000,"USD","Software Developer/Software Engineer","Fine","R","Sort of (Explain more)","26-50% of projects","6",6
"838","United States","Male",28,"Employed full-time","Academic","Bachelor's degree","Biology",29000,"USD","Scientist/Researcher","Fine","R","No","100% of projects","8",8
"839","United States","Male",35,"Independent contractor, freelancer, or self-employed","Pharmaceutical","Master's degree","Mathematics or statistics",132000,"USD","Statistician","Perfectly","Python","Yes","100% of projects","10 - Highly Satisfied",10
"840","United Kingdom","Male",31,"Employed full-time","Financial","Doctoral degree","Mathematics or statistics",60000,"GBP","Researcher","Poorly","Python","Yes","10-25% of projects","5",5
"841","Italy","Female",26,"Employed full-time","Academic","Doctoral degree","Psychology",20000,"GBP","Scientist/Researcher","Fine","Python","Yes","26-50% of projects","7",7
"842","United States","Male",38,"Employed full-time","Academic","Doctoral degree","Biology",102500,"USD","Scientist/Researcher","Perfectly","R","Yes","100% of projects","9",9
"843","United States","Male",33,"Employed full-time","Financial","Master's degree","Mathematics or statistics",83000,"USD","Data Analyst","Fine","Python","Yes","76-99% of projects","8",8
"844","United States","Male",34,"Employed full-time","Technology","Master's degree","Information technology, networking, or system administration",110000,"USD","Software Developer/Software Engineer","Perfectly","Matlab","No","51-75% of projects","6",6
"845","United States","Male",47,"Employed full-time","Government","Master's degree","Mathematics or statistics",175000,"USD","Data Analyst","Fine","Python","Yes","76-99% of projects","1 - Highly Dissatisfied",1
"846","United States","Male",27,"Employed full-time","Government","Master's degree","Computer Science",45000,"USD","Data Analyst","Fine","Python","No","Less than 10% of projects","5",5
"847","Canada","Male",32,"Employed full-time","Other","Master's degree","Mathematics or statistics",67000,"CAD","Business Analyst","Poorly","Python","Yes","100% of projects","5",5
"848","Japan","Male",28,"Independent contractor, freelancer, or self-employed","Internet-based","Master's degree","Biology",6e+06,"JPY","Software Developer/Software Engineer","Fine","Python","Yes","51-75% of projects","6",6
"849","Brazil","Male",28,"Employed full-time","Academic","Doctoral degree","Mathematics or statistics",85200,"BRL","Operations Research Practitioner","Perfectly","Python","Yes","10-25% of projects","5",5
"850","Romania","Male",41,"Independent contractor, freelancer, or self-employed","Telecommunications","Bachelor's degree","Electrical Engineering",60000,"USD","Machine Learning Engineer","Fine","Python","No","100% of projects","9",9
"851","United States","Female",27,"Employed full-time","Non-profit","Master's degree","Psychology",38000,"USD","Business Analyst","Poorly","SQL","Sort of (Explain more)","76-99% of projects","7",7
"852","United States","Male",23,"Employed full-time","Technology","Bachelor's degree","Computer Science",89000,"USD","Machine Learning Engineer","Fine","Python","Sort of (Explain more)","10-25% of projects","9",9
"853","Switzerland","Male",23,"Employed full-time","Technology","Master's degree","Computer Science",24000,"CHF","Software Developer/Software Engineer","Fine","Python","Sort of (Explain more)","100% of projects","10 - Highly Satisfied",10
"854","Canada","Male",46,"Employed full-time","Other","Doctoral degree","Other",63000,"CAD","Scientist/Researcher","Poorly","Python","Sort of (Explain more)","100% of projects","8",8
"855","United States","Male",31,"Employed full-time","Other","Doctoral degree","Mathematics or statistics",120000,"USD","Scientist/Researcher","Fine","R","Sort of (Explain more)","51-75% of projects","9",9
"856","United States","Male",40,"Employed full-time","Financial","Master's degree","Mathematics or statistics",110000,"USD","Engineer","Poorly","R","Yes","76-99% of projects","5",5
"857","Belarus","Male",33,"Employed full-time","Technology","Master's degree","Physics",20000,"BYN","Scientist/Researcher","Fine","Java","Yes","100% of projects","6",6
"858","Ukraine","Male",66,"Independent contractor, freelancer, or self-employed","Technology","Master's degree","Computer Science",10000,"USD","Software Developer/Software Engineer","Fine","C/C++/C#","No","10-25% of projects","3",3
"859","United States","Male",32,"Employed full-time","CRM/Marketing","Bachelor's degree","A social science",140000,"USD","Data Analyst","Poorly","Python","Yes","76-99% of projects","7",7
"860","United States","Male",25,"Employed full-time","Manufacturing","Bachelor's degree","A social science",70000,"USD","Machine Learning Engineer","Perfectly","Python","Yes","26-50% of projects","8",8
"861","France","Male",50,"Employed full-time","Mix of fields","Master's degree","Mathematics or statistics",60000,"EUR","Data Miner","Fine","R","Sort of (Explain more)","Less than 10% of projects","4",4
"862","United States","Male",52,"Employed full-time","Academic","Master's degree","Physics",50000,"USD","Scientist/Researcher","Perfectly","R","Yes","Less than 10% of projects","9",9
"863","United Kingdom","Male",32,"Employed full-time","Academic","Doctoral degree","Biology",30000,"GBP","Scientist/Researcher","Perfectly","Matlab","Yes","10-25% of projects","6",6
"864","Russia","Male",24,"Employed full-time","CRM/Marketing","Master's degree","Mathematics or statistics",55000,"USD","Machine Learning Engineer","Fine","Python","Yes","10-25% of projects","8",8
"865","Hong Kong","Male",48,"Employed full-time","Financial","Master's degree","Computer Science",1500000,"HKD","Software Developer/Software Engineer","Fine","Python","Sort of (Explain more)","10-25% of projects","9",9
"866","Other","Male",41,"Employed full-time","Academic","Master's degree","Electrical Engineering",15333,"USD","Other","Perfectly","Python","Yes","10-25% of projects","8",8
"867","Canada","Male",35,"Employed full-time","Other","Master's degree","Mathematics or statistics",65000,"CAD","Researcher","Fine","Python","Sort of (Explain more)","51-75% of projects","7",7
"868","Other","Male",27,"Employed full-time","Technology","Master's degree","I never declared a major",12000,"USD","Other","Fine","Python","Sort of (Explain more)","26-50% of projects","8",8
"869","Israel","Male",26,"Employed full-time","Internet-based","Master's degree","Computer Science",130000,"USD","Data Analyst","Poorly","Python","Yes","76-99% of projects","6",6
"870","India","Male",26,"Employed full-time","Technology","Master's degree","Computer Science",380000,"INR","Data Analyst","Fine","R","Yes","100% of projects","3",3
"871","United States","Male",41,"Employed full-time","Technology","Master's degree","Mathematics or statistics",90000,"USD","Machine Learning Engineer","Fine","Python","Yes","10-25% of projects","4",4
"872","Brazil","Male",35,"Employed full-time","Manufacturing","Master's degree","Computer Science",1e+05,"BRL","Software Developer/Software Engineer","Fine","Python","Sort of (Explain more)","76-99% of projects","8",8
"873","United States","Male",37,"Employed full-time","Academic","Master's degree","A humanities discipline",63000,"USD","Scientist/Researcher","Fine","Python","Sort of (Explain more)","100% of projects","7",7
"874","United States","Male",40,"Employed full-time","Financial","Master's degree","Mathematics or statistics",180000,"USD","Business Analyst","Poorly","Python","Yes","76-99% of projects","5",5
"875","Brazil","Male",44,"Employed part-time","Technology","Bachelor's degree","A humanities discipline",90000,"BRL","Business Analyst","Poorly","Python","No","76-99% of projects","6",6
"876","United States","Female",32,"Employed full-time","Telecommunications","Bachelor's degree","Computer Science",110000,"USD","Software Developer/Software Engineer","Fine","Python","No","100% of projects","8",8
"877","United States","Female",29,"Employed full-time","Other","Bachelor's degree","Biology",70000,"USD","Data Analyst","Fine","Python","No","51-75% of projects","8",8
"878","Other","Male",38,"Employed full-time","Financial","Bachelor's degree","Computer Science",3.1e+08,"VND","Data Analyst","Poorly","R","Yes","26-50% of projects","7",7
"879","Ukraine","Female",34,"Employed full-time","Telecommunications","Master's degree","Computer Science",480000,"UAH","Data Analyst","Poorly","SQL","No","76-99% of projects","3",3
"880","United States","Female",32,"Employed full-time","Government","Master's degree","A social science",62000,"USD","Data Analyst","Fine","Python","No","26-50% of projects","4",4
"881","Switzerland","Female",28,"Employed full-time","Technology","Master's degree","Electrical Engineering",80000,"CHF","Engineer","Fine","Python","Yes","100% of projects","3",3
"882","Finland","Male",28,"Independent contractor, freelancer, or self-employed","Academic","Master's degree","Engineering (non-computer focused)",28000,"EUR","Scientist/Researcher","Perfectly","R","Sort of (Explain more)","26-50% of projects","5",5
"883","United States","Male",34,"Employed full-time","Insurance","Master's degree","Engineering (non-computer focused)",150000,"USD","Statistician","Fine","Python","No","Less than 10% of projects","7",7
"884","United States","Male",41,"Employed full-time","Academic","Doctoral degree","Biology",250000,"USD","Other","Perfectly","Python","Yes","26-50% of projects","8",8
"885","United States","Male",27,"Employed full-time","CRM/Marketing","Master's degree","Computer Science",95000,"USD","Machine Learning Engineer","Perfectly","Python","Yes","10-25% of projects","6",6
"886","Italy","Male",48,"Employed full-time","Technology","Master's degree","Mathematics or statistics",40000,"EUR","Data Analyst","Poorly","Python","Sort of (Explain more)","51-75% of projects","4",4
"887","United Kingdom","Male",27,"Employed full-time","Academic","Master's degree","Electrical Engineering",15000,"GBP","Scientist/Researcher","Fine","Python","No","None","6",6
"888","United States","Male",57,"Employed full-time","Manufacturing","Some college/university study without earning a bachelor's degree","Engineering (non-computer focused)",2e+05,"USD","Other","Fine","R","No","10-25% of projects","5",5
